Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,118689.541,128589.381,141599.814,153359.09000000003,163913.50999999998,177612.62800000003,186059.017,200371.443,221309.57199999996,239517.723,251509.71899999998,276159.07699999993,298530.45000000007,323601.49499999994,359839.5530000001
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Morelos<C1>,67730.57400000001,73307.09100000001,79172.758,84099.88799999999,88153.59499999999,90944.18100000001,89037.328,95449.219,103722.14199999998,112414.16500000002,120292.094,123427.43499999998,132286.91,141342.345,152077.08299999996
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Nayarit<C1>,35241.005,38464.69300000001,42547.46599999999,46379.598,48432.295000000006,54524.685000000005,55643.228,62465.45199999999,67860.793,69736.33899999998,74702.831,79740.51200000002,89829.79699999999,97867.63900000002,108361.133
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Nuevo León<C1>,327593.4909999999,365200.72099999996,400233.18000000005,443024.0670000001,493489.524,531010.888,529054.38,578405.3130000001,632852.4170000001,687522.63,710781.2310000001,750891.0109999999,795465.4539999998,863029.3200000001,932250.968
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Oaxaca<C1>,83591.09800000003,92367.992,101286.79699999999,109101.90500000003,116277.92800000001,126083.213,127366.884,137023.14200000002,147970.99300000002,157353.259,162932.33000000002,170439.73399999994,184114.47400000002,193305.78799999997,205542.75799999997
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Puebla<C1>,151713.479,166407.978,182249.65099999998,198978.301,217052.89400000006,236122.27500000002,234932.19799999997,257427.364,285427.527,308516.81899999996,324318.6609999999,336894.90799999994,359529.8309999999,380945.8169999999,410100.752
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Querétaro<C1>,73947.09100000003,84619.65699999998,97618.393,111243.57900000003,124186.51400000001,139370.908,142215.2,155091.349,174596.64599999998,185300.70200000002,192482.33700000006,206357.504,229699.90499999997,253183.99200000003,269561.87
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Quintana Roo<C1>,88062.63699999999,99563.445,104513.73800000001,115757.138,135491.216,149097.53900000002,142850.175,157640.745,169449.252,188263.307,197815.693,214651.05299999999,236610.84399999998,261535.114,287554.178
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,85063.662,95231.14199999999,104519.508,115775.22600000002,125872.378,134678.587,133603.713,145445.448,159529.33600000004,170761.771,179189.54199999996,188445.593,205352.645,219702.81200000003,238695.18899999998
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Sinaloa<C1>,111976.53600000001,122511.739,135087.94499999998,144417.56,153492.54099999997,168634.963,169693.77000000002,186702.48799999998,203400.05499999996,221399.919,229060.94700000004,240557.703,261229.36800000007,287900.83799999993,311549.35399999993
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Sonora<C1>,120505.92899999999,132426.667,144516.396,155609.233,167932.84600000002,181886.136,183420.566,201802.79700000002,221057.171,239334.87499999997,251809.35499999998,264597.258,276582.069,301550.749,320500.005
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Tabasco<C1>,71395.908,79525.52799999999,89045.096,97399.599,105833.91200000001,116409.312,117545.88500000002,128039.65699999999,141406.46999999997,155108.58399999997,164763.86899999995,175620.25,188309.69400000002,194811.473,201362.19499999998
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Tamaulipas<C1>,141797.62000000002,152996.33899999998,166106.05899999998,180303.55100000006,193360.82300000003,206374.89099999997,202543.179,221111.42900000003,242153.58000000002,258252.338,273873.16,281591.151,298725.77700000006,318578.05199999997,346256.368
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Tlaxcala<C1>,25759.318,28285.772999999994,30553.199999999997,34047.687,36176.018000000004,40282.269,40974.65900000001,44327.53499999999,49030.615000000005,52517.473999999995,56090.10800000001,59835.73200000001,64496.644,68229.154,73590.118
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,210481.58400000003,233936.11499999996,254925.656,282735.11100000003,306323.96100000007,328714.341,338642.782,374214.123,406914.2629999999,441984.485,456008.29400000005,492191.111,536528.172,562683.8300000001,598376.7620000001
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Yucatán<C1>,69135.091,76612.03699999998,85386.05899999998,92738.13799999999,100747.85199999998,110102.31499999997,111353.722,120856.74900000001,130772.373,143690.35,152587.11599999998,160869.25499999998,175469.95299999998,187920.90699999998,200865.659
Valores corrientes|Millones de pesos|B.1bV---Valor agregado bruto|Zacatecas<C1>,37885.867999999995,40986.89400000001,45083.85800000001,48943.461,53095.956000000006,57216.36,58441.08,64195.612000000016,70175.57400000001,75893.04000000001,79282.10500000001,85125.838,91251.29400000001,96132.38,105041.935
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Aguascalientes<C1>,0.980696117631,0.984962095975,0.977916858827,0.986356026407,1.006275933737,1.006252401946,0.977531657426,0.967733071827,0.971157766898,0.973515311196,0.964698546739,0.973538351637,0.995933704789,1.082197449323,1.114543377135
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California<C1>,3.061691326266,3.077111870692,3.088290851633,3.089938918219,3.041978122344,2.972627395033,2.890049399701,2.844953138038,2.832398005227,2.830771215154,2.824516940465,2.775831476802,2.82306691967,2.870489190336,2.88926822187
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Baja California Sur<C1>,0.677790514634,0.709436378235,0.762297030472,0.777795447989,0.823281340058,0.809550647088,0.805557317104,0.821946262609,0.832155118315,0.835879223714,0.814195667433,0.804328246751,0.830529562854,0.859594198024,0.896181556499
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Campeche<C1>,0.726859933778,0.731937115653,0.739841427454,0.741129646039,0.74913081926,0.761628809677,0.743697314918,0.746194091284,0.757477130477,0.762957680745,0.764827120592,0.78637020216,0.771530689184,0.717999497707,0.685404585533
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,2.484652191511,2.472665423693,2.48595833602,2.473309075602,2.479851530704,2.480996925127,2.438045550654,2.496727255624,2.506822836137,2.522831348281,2.499156273774,2.452216946921,2.468817878168,2.457711280522,2.526273937536
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Colima<C1>,0.567488503116,0.561071766574,0.567982692045,0.576970166496,0.586868252995,0.584813446305,0.591222416567,0.603813455056,0.606727814141,0.617587745189,0.619950627741,0.631718721901,0.620392152999,0.649385508888,0.671935375961
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Chiapas<C1>,1.853805001441,1.815236228331,1.827615914123,1.793605519758,1.825792355229,1.78344295672,1.836897648648,1.798111459624,1.823751127905,1.817913591547,1.843716228918,1.923283140336,1.901159411257,1.888079907638,1.841593283988
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Chihuahua<C1>,2.724134245149,2.708559806635,2.710970403167,2.760324787433,2.763279270228,2.780331569854,2.662466441355,2.67116756974,2.650930310861,2.649539698809,2.617018967351,2.569550513764,2.597934606047,2.611994754322,2.627887749246
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Ciudad de México<C1>,25.455898849816,25.421748778237,25.298784563466,25.139557781635,24.88273973845,24.660243608116,24.888942476579,24.579795438508,24.158945089804,23.85588674334,23.945065785748,23.60113762467,23.391920465855,23.251365093047,23.091295027135
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Durango<C1>,1.066736750257,1.066265768586,1.073033206865,1.069091224516,1.065724600501,1.085340417898,1.092505007331,1.10052012697,1.104437118442,1.112623556726,1.114273914745,1.109602778481,1.120963667049,1.135983639943,1.09541324887
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Guanajuato<C1>,3.491473262336,3.465513180186,3.450814340149,3.484449781405,3.497850141585,3.54307415236,3.518805224645,3.572024219279,3.644920399873,3.662917531781,3.666937850297,3.629688590097,3.6860569066,3.73141173173,3.890820437221
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Guerrero<C1>,1.862598358188,1.89386611261,1.836157893538,1.783300585589,1.759717236159,1.719413550865,1.748427902055,1.747708797589,1.714584550154,1.706848222931,1.668051677417,1.684833121473,1.713049862304,1.665163250579,1.630256712494
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Hidalgo<C1>,1.219843175033,1.228824153386,1.241932738499,1.2677318629,1.283868705261,1.323036693764,1.325230318248,1.367669980045,1.386538388271,1.401487432892,1.453891264784,1.465835942781,1.492463701895,1.507550909105,1.52861772133
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Jalisco<C1>,6.388407580268,6.399349462132,6.401769768476,6.369280290583,6.396456910883,6.454008631555,6.461902275345,6.512023739095,6.495489512986,6.52558459141,6.539533232865,6.571566122681,6.568087921813,6.85165970834,6.841125545772
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|México<C1>,9.147853747523,9.10699166616,9.11915215451,9.179559734037,9.212725005291,9.289811729289,9.248206141096,9.368855567849,9.503531875809,9.656397666848,9.680224824573,9.970487203727,9.927926594539,9.919690278463,9.966733952983
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,2.496267546623,2.452586806214,2.467699064258,2.446438641746,2.407403428173,2.41541556192,2.519263649374,2.483433933687,2.518742951618,2.523838090228,2.528650316724,2.62551195363,2.637787025467,2.642003076095,2.719256787578
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Morelos<C1>,1.424503223838,1.398187025945,1.37976551884,1.341591266417,1.294714918915,1.236781373752,1.205577173762,1.183012039338,1.18047046826,1.184526756328,1.209403130829,1.173454841748,1.168874715585,1.153971523749,1.149225083055
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Nayarit<C1>,0.74118558679,0.733637550964,0.741486440334,0.739863810719,0.711326802881,0.741500050648,0.753416651848,0.774206248442,0.772329423058,0.734823404451,0.751053828136,0.758112569461,0.793727651658,0.799027839127,0.818869810068
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Nuevo León<C1>,6.889916273822,6.965477732135,6.974974160425,7.067277177585,7.24789782029,7.221400735224,7.163466138682,7.168842826216,7.202546868297,7.244540319414,7.14611424177,7.13890467288,7.028658060738,7.046092658504,7.044889177206
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Oaxaca<C1>,1.75808031075,1.76173581935,1.765152983736,1.740432316598,1.707777976861,1.714649224024,1.72456442138,1.698285521372,1.684070382923,1.658057465275,1.63810324904,1.620412277777,1.626818204702,1.57822041744,1.553257653777
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Puebla<C1>,3.190823983497,3.173901360421,3.17611499994,3.174172489125,3.187863411079,3.21110848915,3.181012971217,3.190593637723,3.248474818924,3.25089304255,3.260663198694,3.202942368144,3.176771828402,3.110183469145,3.099073584796
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Querétaro<C1>,1.555248439544,1.613951732955,1.701222694124,1.774597060479,1.823931654788,1.895353184359,1.925612579951,1.922225608406,1.987099191031,1.95254432113,1.93519568291,1.961891310468,2.029606792741,2.067088366456,2.037041060547
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Quintana Roo<C1>,1.852125309114,1.898974780726,1.821389775729,1.84659895583,1.989964206646,2.027629003635,1.934210225265,1.953823207555,1.928516264682,1.983761782834,1.988816641942,2.040740111217,2.090671200837,2.135270035433,2.173006396334
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,1.789051141815,1.816344713642,1.821490331112,1.846887502027,1.848691998051,1.831540688071,1.809011909282,1.802672854253,1.815616861914,1.79934518668,1.801551422877,1.791598387441,1.814476689484,1.793735548505,1.803785902464
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Sinaloa<C1>,2.355080240812,2.336667867448,2.354214924809,2.3038001812,2.254350293654,2.293325190335,2.297676044834,2.314018840514,2.314913224313,2.332927775644,2.302952897739,2.28704097517,2.308198167327,2.350529621646,2.354334559576
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Sonora<C1>,2.53446965254,2.52577540812,2.518527144246,2.482333721618,2.466435555942,2.473532475359,2.483538674567,2.501174351391,2.515870354495,2.521911390436,2.531662823236,2.51559090986,2.44385319181,2.461972576662,2.421973367711
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Tabasco<C1>,1.501592192543,1.516791349435,1.551813479614,1.553752977304,1.554386350251,1.583090498257,1.59158679858,1.58694285119,1.609358991601,1.634404951405,1.656517335346,1.669664711671,1.663886774709,1.590513390319,1.521665728379
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Tamaulipas<C1>,2.982274545947,2.918101008904,2.894776163773,2.876266248126,2.83989713944,2.806563524926,2.74246137871,2.74048845326,2.755970369117,2.721247844924,2.753489827469,2.677156011015,2.639512916498,2.600989817308,2.616610572897
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Tlaxcala<C1>,0.541767614946,0.539494887711,0.53245905429,0.543140788974,0.531318435868,0.54781250921,0.554802291384,0.549402165136,0.558021575066,0.553385359645,0.563923612667,0.568872952962,0.569886290425,0.557048213722,0.55611015021
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,4.426829380872,4.461866327407,4.442659810037,4.510290853504,4.498990680164,4.470300020997,4.585267968042,4.63806637118,4.631125633571,4.657264041095,4.584655899726,4.679381389303,4.74071255009,4.593960265014,4.521848857448
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Yucatán<C1>,1.454042896637,1.461222300645,1.488046431297,1.479391696747,1.479687209955,1.497319464551,1.507744094214,1.497916804351,1.488331434485,1.514089120362,1.534093635568,1.529423390903,1.550436028829,1.534256244263,1.517913475807
Valores corrientes|Participación porcentual|B.1bV---Valor agregado bruto|Zacatecas<C1>,0.796812102964,0.781743520891,0.785688844194,0.780763463393,0.779822154358,0.778105069986,0.791299937235,0.795650112849,0.798674141344,0.799697587035,0.797093331883,0.809312182166,0.806287865678,0.784860538646,0.793787098577
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,63.318784668823,67.108120651809,71.515553509742,74.82323753883,78.857875681506,83.214468406297,87.170680211231,90.136889093573,93.943563102351,97.489877007948,100,103.006331241591,106.313440580574,110.770163110348,116.115080916132
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,64.753862508515,69.024577958856,73.411260029769,77.963967375699,82.217647973367,85.658002528202,88.769296511741,91.834993869047,95.148675354386,98.557012117069,100,101.596997464511,105.946110051404,111.570988216065,118.096245209795
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,67.161402135256,71.59049700003,75.570141706724,79.665295252207,82.926989479461,87.04560782714,90.509049831222,92.096714447563,94.745968497837,98.383666385467,100,103.09205045529,106.989010233174,111.847825667173,118.100806010421
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,63.299446961192,67.672150630672,72.396146911914,74.642939073593,78.680200238434,84.119444810906,88.270892619222,90.574848361465,94.970258970383,97.739771760846,100,103.650173416543,108.393133688201,113.842151300036,120.678086553557
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,60.457704030367,63.764560588675,67.788475410541,71.618382052046,77.443345955301,81.662167589353,83.745859223265,88.315500759035,92.463112028194,97.28703660745,100,105.367116023693,110.099349793752,115.716553893823,120.547098982147
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,64.314091285223,67.647746392153,71.776863568008,74.587759810737,78.473772679922,83.360498658901,86.620914810227,90.093502805706,93.664987125063,97.740438574197,100,102.804506729368,106.890240386615,111.397109033958,119.196353451802
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,61.426623119801,65.164483603763,69.591337956728,73.229200822545,77.19169177084,81.0119981355,84.501657077758,87.766276825626,91.581525446525,96.221997809812,100,103.040470757277,106.788776181417,111.741128849116,117.233101664311
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,61.045597613591,63.848329794315,68.2124086923,72.279243899794,76.314190913381,80.135528111164,84.313782241073,87.572634274783,92.309500324968,96.611464678956,100,104.951900011928,110.588427593438,115.225611446275,120.10257060139
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,65.047264222622,68.943107264997,72.901732892725,76.15596350448,80.036628866389,83.96247722953,87.815763256953,91.204796090996,94.409070012953,97.845571527059,100,102.351409028166,105.641941880588,110.414831911139,116.570819723925
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,65.65050862624,69.132374496616,74.178857337828,77.095958422279,81.131633889781,84.648068787488,89.075279266655,91.720001958924,94.966401766672,97.338035215973,100,102.238501607623,103.653661203564,106.803858982397,111.160341404296
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,59.446228231228,62.88219633568,67.250772798308,70.92887782132,75.170858396883,80.896408888389,84.503998067078,87.70957874651,92.607066381259,97.384741130763,100,103.235863306468,108.891163166285,114.312893784877,121.330494959265
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,62.123511164621,66.223433759083,70.547982009782,74.464767001938,78.48767677714,83.098528854178,86.144975029181,88.62858404945,93.216620794349,97.340890676605,100,103.22890634855,107.074460424738,112.207701895814,119.673023089174
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,61.61584588016,65.597682027898,68.869757084786,72.425463239543,76.677549565979,80.876756972332,84.389685929359,87.664505810479,91.77716180693,97.022739256412,100,103.459899111487,108.871403782958,112.955414330148,118.37754215727
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,55.533064206958,60.060909069248,65.305805637759,69.48006508596,74.801632156542,79.730729727525,84.656809964197,88.055941928285,91.801692043909,96.689449203576,100,103.554015548778,108.248776126321,112.700480494807,119.682509962362
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,61.56095744886,65.41716376412,69.970512559614,73.042506882839,77.424611538326,82.091275576579,85.933528887218,89.610939117569,93.416441489503,97.3059251438,100,103.536535975179,107.679484561999,114.166291673887,120.413204613919
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|México<C1>,62.512914443365,66.644917856187,70.613565462735,73.523098078893,77.397751148552,82.395073002044,85.529920913164,88.931697167837,93.230113165804,97.160842791689,100,103.814574025118,108.050405282097,112.280976754626,117.369455138393
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,59.719788676567,63.444231364084,67.961984761146,71.003057196071,75.053771434671,79.664569625046,84.477006518621,87.36179647103,92.907262181077,97.167240902176,100,104.220999299536,108.189669087612,112.943126128643,120.962310767568
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,67.905129567965,71.546413886243,75.563111200478,77.902083897414,81.761952479276,84.618191827358,87.283285708893,89.8779170119,93.501909262887,97.222056818526,100,102.319911596677,105.092823106312,109.006416672637,114.534880090985
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,61.876385814179,65.184273675743,69.592783222204,72.42306454436,76.380587425465,81.260080257554,85.04952211789,89.090296458956,94.042882609884,97.1319391053,100,102.977585381998,107.805756893232,112.92115605531,119.949910034634
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,66.528705336759,70.299978695222,74.70026274787,77.575779088217,81.655664012152,85.331748460109,90.649155356137,92.599009536856,95.695720754878,98.769879669793,100,102.195243948711,104.565345774252,109.128775501011,113.336898545563
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,61.323855861648,64.822590775899,68.402211047639,72.326147203096,76.166630009567,81.206903366692,84.794872211394,88.258299878942,92.880381448134,97.144692327678,100,102.907898953125,105.922346659785,110.516374728938,116.379714928899
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,60.969028299188,64.744962812008,69.661423695163,73.168389606108,77.197315371736,83.147589422765,86.254774069697,88.670157359779,93.868141345763,97.715570611907,100,102.537956258229,106.649527764372,109.971887707132,114.966816071017
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,60.199894306156,64.372002885174,69.350465647876,73.332734639996,77.030944457648,82.359943962983,86.412863645724,89.850457441391,94.157415293707,97.63342583218,100,101.946914686479,105.920643639946,112.69897417285,117.817535077845
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,70.663971566042,73.814633314401,76.449312948535,80.083991477071,82.893292933764,86.512353506521,90.663436771673,92.714734771328,94.147231641077,98.967771032826,100,105.419270419425,109.105252508522,114.613761127759,118.408510293561
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,61.487265354428,65.71547979916,69.85777532964,73.952879099572,77.867847983799,82.296232576677,86.070510262248,89.091591074011,93.286251249229,97.415653300898,100,103.065992655645,107.02139599329,110.218175163857,116.241881683784
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,60.72778893487,65.089422331103,69.558733208119,72.904061293795,77.055005635254,82.965132418894,87.093149265683,90.488396103502,94.331497991018,98.467221050667,100,102.469916607323,106.093345930109,110.957351074423,116.923918711216
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,64.440507130074,68.203234128066,72.193102201676,75.584133783828,80.065233680129,84.629173525592,88.003487656407,90.331659820035,93.870354701441,97.308282011474,100,102.374878427121,105.873786092799,111.713410391599,116.160776646084
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,59.223640578831,63.561972335727,68.068789206877,71.2534211659,75.640448403561,80.71169148868,84.897487371806,88.664731465774,93.057191622972,97.325709058868,100,105.261179033571,109.263181773393,114.685142830756,119.203383530083
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,65.350750230448,68.402755691964,71.861222257005,75.636693517668,79.104270435436,83.614165050466,86.769284522094,90.086123831208,93.839728554181,96.717299633998,100,101.928059882764,103.726405659197,109.24461362775,115.892824982741
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,59.311556497331,63.570957633615,67.571206233787,70.690464790549,74.406015547304,79.405933958209,83.012181062672,86.789680307423,92.105666548307,96.492675317177,100,105.111096511306,109.26173711688,113.517114435372,119.972212921497
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,58.014964302777,62.204527906459,66.395561984902,70.692418307559,74.648286760386,79.547278798452,84.324576473309,88.329620076894,92.688617538343,96.967197493611,100,103.740691533944,108.752060953641,113.787655544632,118.402473241951
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Yucatán<C1>,61.040793110585,64.693282407397,69.260916063519,72.998640571776,77.521562418654,82.365653260279,86.505655101665,89.71722590795,93.448727781578,97.663235554654,100,103.60623166386,107.446861230306,111.610880521141,116.455198638036
Índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Zacatecas<C1>,62.719461143821,66.307220539628,70.515788077023,73.579657117487,77.545684641728,82.23002350517,85.324824758108,88.46004362205,93.363142241199,97.801477602703,100,103.537217361991,108.732474956734,112.048353337931,118.438725150581
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Estados Unidos Mexicanos<C1>,NA,5.984536820796,6.567659495042,4.625125398264,5.392226098987,5.524613346657,4.754235508202,3.402759821484,4.223214321082,3.774940813915,2.574752445167,3.006331241591,3.210588416382,4.192059353395,4.825232405282
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Aguascalientes<C1>,NA,6.595306109777,6.355246494267,6.201647191567,5.455957079724,4.184447791488,3.632228036738,3.453555990387,3.608299348355,3.582116881805,1.464114883289,1.596997464511,4.280749131796,5.309188003157,5.848524870187
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Baja California<C1>,NA,6.594702796488,5.558900794741,5.419010012414,4.094247334336,4.96655958878,3.978881979847,1.754150131177,2.876599959255,3.839422347256,1.642888168246,3.09205045529,3.780077863107,4.541415443894,5.590614127677
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Baja California Sur<C1>,NA,6.907965044562,6.980709549226,3.10346925564,5.408765001684,6.913104638764,4.935182130182,2.610096798479,4.852793781533,2.916189573966,2.312495925082,3.650173416543,4.575930859852,5.027087442189,6.004748834643
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Campeche<C1>,NA,5.469702515741,6.310581904301,5.649790201521,8.133336353538,5.447623139226,2.551599713089,5.456558184671,4.696357076065,5.217134134297,2.788617566281,5.367116023693,4.491186575701,5.10194121091,4.1744633121
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Coahuila de Zaragoza<C1>,NA,5.183397666533,6.103850307028,3.916159195317,5.209987374665,6.22720918352,3.911224385386,4.008948650666,3.964197426155,4.35109380167,2.311797919842,2.804506729368,3.974274851591,4.216351868086,7.001298763926
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Colima<C1>,NA,6.085082158386,6.79335445959,5.227465044686,5.41108042118,4.949115995542,4.307582855099,3.86337956055,4.347055337073,5.067039821254,3.926339377878,3.040470757277,3.637702153913,4.637521699177,4.914907225083
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Chiapas<C1>,NA,4.591210980462,6.835071351191,5.962016714348,5.582442200393,5.007374319306,5.213984643756,3.865147484894,5.409071097852,4.660370101499,3.507384276084,4.951900011928,5.370581743512,4.193190873357,4.232530505936
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Chihuahua<C1>,NA,5.98924964629,5.741872951145,4.463859064288,5.095681524246,4.90506461697,4.589295307342,3.859253405481,3.513273489214,3.64001203871,2.201866103204,2.351409028166,3.21493654427,4.51798778552,5.575326888819
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Ciudad de México<C1>,NA,5.303638834238,7.299738910977,3.932523618106,5.234613525909,4.334234045482,5.230137606898,2.969087174402,3.53946766072,2.497339485525,2.734763217812,2.238501607623,1.384174820335,3.039157268788,4.078956007214
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Durango<C1>,NA,5.779959816941,6.947238991634,5.46923830012,5.980611431988,7.616715591136,4.459517088906,3.793407120084,5.583754596409,5.159082277625,2.685491421829,3.235863306468,5.478038037061,4.979036370759,6.138941060835
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Guanajuato<C1>,NA,6.59963115027,6.530238625849,5.551944762379,5.402433845119,5.874619133052,3.666065112114,2.883057333788,5.17670094147,4.42439325424,2.731749529835,3.22890634855,3.725268640553,4.794085770513,6.653127251721
